date,Major Incident Type,Incident Count
10/02/2012,Hazardous Condition,16
10/02/2012,Investigation,8
10/02/2012,Public Service Assistance,4
11/02/2012,False Alarm,20
11/02/2012,Hazardous Condition,26
11/02/2012,Investigation,7
11/02/2012,Medical/Rescue,55
11/02/2012,Public Service Assistance,6
12/02/2012,Hazardous Condition,14
12/02/2012,Investigation,14
12/02/2012,Medical/Rescue,83
12/02/2012,Public Service Assistance,4
13/02/2012,False Alarm,27
10/03/2010,Hazardous Condition,12
22/12/2010,Investigation,17
09/01/2011,Hazardous Condition,22
10/04/2011,Investigation,15
22/05/2011,False Alarm,15
12/06/2011,False Alarm,30
06/07/2011,Medical/Rescue,65
13/02/2012,Hazardous Condition,40
13/02/2012,Investigation,21
13/02/2012,Medical/Rescue,100
13/02/2012,Public Service Assistance,5
14/02/2012,False Alarm,25
14/02/2012,Fire,3
14/02/2012,Hazardous Condition,41
14/02/2012,Investigation,7
14/02/2012,Medical/Rescue,96
14/02/2012,Public Service Assistance,5
15/02/2012,False Alarm,27
15/02/2012,Hazardous Condition,16
15/02/2012,Investigation,6
15/02/2012,Medical/Rescue,67
15/02/2012,Public Service Assistance,7
16/02/2012,False Alarm,13
16/02/2012,Fire,2
16/02/2012,Hazardous Condition,23
16/02/2012,Investigation,7
16/02/2012,Medical/Rescue,66
16/02/2012,Public Service Assistance,4
17/02/2012,False Alarm,21
17/02/2012,Hazardous Condition,20
17/02/2012,Investigation,11
17/02/2012,Medical/Rescue,79
17/02/2012,Public Service Assistance,3
18/02/2012,False Alarm,17
18/02/2012,Hazardous Condition,14
18/02/2012,Investigation,7
18/02/2012,Medical/Rescue,75
18/02/2012,Public Service Assistance,8
19/02/2012,Fire,5
19/02/2012,Hazardous Condition,12
19/02/2012,Investigation,10
19/02/2012,Public Service Assistance,3
20/02/2012,False Alarm,15
20/02/2012,Hazardous Condition,17
20/02/2012,Investigation,12
20/02/2012,Medical/Rescue,49
20/02/2012,Public Service Assistance,7
21/02/2012,False Alarm,25
21/02/2012,Hazardous Condition,27
21/02/2012,Investigation,7
21/02/2012,Medical/Rescue,70
21/02/2012,Public Service Assistance,5
22/02/2012,False Alarm,20
11/04/2010,Investigation,14
21/09/2010,Medical/Rescue,44
01/10/2010,Hazardous Condition,31
25/10/2010,Medical/Rescue,62
10/11/2010,False Alarm,26
12/12/2010,Investigation,15
09/01/2011,Investigation,11
10/03/2011,Medical/Rescue,60
20/04/2011,Investigation,13
28/07/2011,Investigation,12
22/02/2012,Hazardous Condition,16
22/02/2012,Investigation,11
22/02/2012,Medical/Rescue,89
22/02/2012,Public Service Assistance,4
23/02/2012,False Alarm,28
23/02/2012,Fire,4
23/02/2012,Hazardous Condition,24
23/02/2012,Investigation,11
23/02/2012,Medical/Rescue,79
23/02/2012,Public Service Assistance,2
23/02/2012,Severe Weather,1
24/02/2012,False Alarm,22
24/02/2012,Hazardous Condition,29
24/02/2012,Investigation,14
24/02/2012,Medical/Rescue,64
24/02/2012,Public Service Assistance,3
25/02/2012,False Alarm,22
25/02/2012,Hazardous Condition,15
25/02/2012,Investigation,9
25/02/2012,Medical/Rescue,69
25/02/2012,Public Service Assistance,12
26/02/2012,False Alarm,20
26/02/2012,Fire,3
26/02/2012,Hazardous Condition,31
26/02/2012,Investigation,16
26/02/2012,Medical/Rescue,90
26/02/2012,Public Service Assistance,3
27/02/2012,False Alarm,24
27/02/2012,Hazardous Condition,29
27/02/2012,Investigation,18
27/02/2012,Medical/Rescue,99
27/02/2012,Public Service Assistance,13
28/02/2012,Fire,6
28/02/2012,Hazardous Condition,23
28/02/2012,Medical/Rescue,75
28/02/2012,Public Service Assistance,6
29/02/2012,False Alarm,22
29/02/2012,Hazardous Condition,17
29/02/2012,Investigation,4
29/02/2012,Medical/Rescue,74
03/01/2010,Hazardous Condition,9
27/04/2010,Medical/Rescue,63
21/06/2010,Public Service Assistance,5
05/07/2010,Fire,8
29/08/2010,Hazardous Condition,19
21/09/2010,Public Service Assistance,9
10/10/2010,Medical/Rescue,58
02/11/2010,Hazardous Condition,24
10/04/2011,Medical/Rescue,57
05/09/2011,False Alarm,16
29/02/2012,Public Service Assistance,10
01/03/2012,False Alarm,21
01/03/2012,Hazardous Condition,18
01/03/2012,Investigation,11
01/03/2012,Medical/Rescue,65
01/03/2012,Public Service Assistance,1
02/03/2012,False Alarm,23
02/03/2012,Hazardous Condition,17
02/03/2012,Medical/Rescue,65
02/03/2012,Public Service Assistance,2
02/03/2012,Severe Weather,1
03/03/2012,False Alarm,15
03/03/2012,Fire,4
03/03/2012,Hazardous Condition,16
03/03/2012,Investigation,8
03/03/2012,Medical/Rescue,73
03/03/2012,Public Service Assistance,15
04/03/2012,Hazardous Condition,13
04/03/2012,Investigation,9
04/03/2012,Medical/Rescue,73
04/03/2012,Public Service Assistance,11
04/03/2012,Rupture/Explosion,1
05/03/2012,Hazardous Condition,18
05/03/2012,Investigation,11
05/03/2012,Medical/Rescue,79
05/03/2012,Public Service Assistance,6
06/03/2012,False Alarm,24
06/03/2012,Fire,4
06/03/2012,Hazardous Condition,19
06/03/2012,Investigation,8
06/03/2012,Medical/Rescue,56
06/03/2012,Public Service Assistance,9
06/03/2012,Severe Weather,1
07/03/2012,False Alarm,14
07/03/2012,Fire,2
07/03/2012,Hazardous Condition,22
07/03/2012,Investigation,12
07/03/2012,Medical/Rescue,68
07/03/2012,Public Service Assistance,4
10/03/2010,Investigation,15
14/06/2010,Public Service Assistance,9
22/06/2010,False Alarm,30
29/08/2010,Investigation,13
16/10/2010,Medical/Rescue,52
08/02/2011,Public Service Assistance,3
21/02/2011,Investigation,11
20/03/2011,Medical/Rescue,59
03/05/2011,Medical/Rescue,66
12/06/2011,Hazardous Condition,19
28/07/2011,Medical/Rescue,50
08/03/2012,False Alarm,22
08/03/2012,Fire,5
08/03/2012,Hazardous Condition,13
08/03/2012,Investigation,10
08/03/2012,Medical/Rescue,79
08/03/2012,Public Service Assistance,4
08/03/2012,Rupture/Explosion,1
09/03/2012,Hazardous Condition,24
09/03/2012,Investigation,17
09/03/2012,Medical/Rescue,80
09/03/2012,Public Service Assistance,5
10/03/2012,Hazardous Condition,21
10/03/2012,Investigation,13
10/03/2012,Medical/Rescue,82
10/03/2012,Public Service Assistance,13
11/03/2012,False Alarm,18
11/03/2012,Hazardous Condition,11
11/03/2012,Investigation,7
11/03/2012,Medical/Rescue,58
11/03/2012,Public Service Assistance,10
12/03/2012,False Alarm,14
12/03/2012,Hazardous Condition,14
12/03/2012,Investigation,8
12/03/2012,Medical/Rescue,79
12/03/2012,Public Service Assistance,7
13/03/2012,False Alarm,33
13/03/2012,Hazardous Condition,32
13/03/2012,Investigation,15
13/03/2012,Medical/Rescue,55
13/03/2012,Public Service Assistance,17
13/03/2012,Severe Weather,1
14/03/2012,False Alarm,19
14/03/2012,Hazardous Condition,23
14/03/2012,Investigation,5
14/03/2012,Medical/Rescue,61
14/03/2012,Public Service Assistance,4
15/03/2012,False Alarm,19
03/01/2010,Investigation,8
10/03/2010,Medical/Rescue,65
27/04/2010,Public Service Assistance,9
28/07/2010,Investigation,13
05/08/2010,Fire,6
26/11/2010,Medical/Rescue,83
10/04/2011,Public Service Assistance,11
15/03/2012,Fire,5
15/03/2012,Hazardous Condition,19
15/03/2012,Investigation,13
15/03/2012,Medical/Rescue,64
15/03/2012,Public Service Assistance,8
16/03/2012,False Alarm,25
16/03/2012,Fire,8
16/03/2012,Hazardous Condition,19
16/03/2012,Investigation,8
16/03/2012,Medical/Rescue,64
16/03/2012,Public Service Assistance,6
17/03/2012,Fire,7
17/03/2012,Investigation,3
17/03/2012,Medical/Rescue,63
17/03/2012,Public Service Assistance,10
18/03/2012,False Alarm,23
18/03/2012,Fire,2
18/03/2012,Hazardous Condition,20
18/03/2012,Investigation,9
18/03/2012,Medical/Rescue,63
18/03/2012,Public Service Assistance,8
19/03/2012,Fire,8
19/03/2012,Hazardous Condition,23
19/03/2012,Investigation,7
19/03/2012,Medical/Rescue,64
19/03/2012,Public Service Assistance,3
20/03/2012,False Alarm,20
20/03/2012,Hazardous Condition,25
20/03/2012,Investigation,9
20/03/2012,Medical/Rescue,69
20/03/2012,Public Service Assistance,10
21/03/2012,False Alarm,22
21/03/2012,Hazardous Condition,9
21/03/2012,Investigation,7
21/03/2012,Medical/Rescue,67
21/03/2012,Public Service Assistance,7
22/03/2012,Hazardous Condition,25
22/03/2012,Investigation,11
22/03/2012,Medical/Rescue,67
22/03/2012,Public Service Assistance,2
23/03/2012,False Alarm,18
23/03/2012,Hazardous Condition,22
23/03/2012,Investigation,9
23/03/2012,Medical/Rescue,63
23/03/2012,Public Service Assistance,6
24/03/2012,False Alarm,15
10/03/2010,Public Service Assistance,2
26/05/2010,Public Service Assistance,13
22/06/2010,Fire,7
28/07/2010,Medical/Rescue,56
06/09/2010,Public Service Assistance,8
19/01/2011,Investigation,9
09/02/2011,Fire,2
02/03/2011,Public Service Assistance,12
11/04/2011,False Alarm,18
03/05/2011,Public Service Assistance,7
12/06/2011,Investigation,13
25/06/2011,Investigation,9
24/03/2012,Hazardous Condition,8
24/03/2012,Investigation,8
24/03/2012,Medical/Rescue,58
24/03/2012,Public Service Assistance,6
25/03/2012,False Alarm,13
25/03/2012,Hazardous Condition,7
25/03/2012,Investigation,9
25/03/2012,Medical/Rescue,61
25/03/2012,Public Service Assistance,5
26/03/2012,False Alarm,20
26/03/2012,Fire,1
26/03/2012,Hazardous Condition,13
26/03/2012,Investigation,9
26/03/2012,Medical/Rescue,59
26/03/2012,Public Service Assistance,8
27/03/2012,False Alarm,15
27/03/2012,Hazardous Condition,27
27/03/2012,Investigation,5
27/03/2012,Medical/Rescue,64
27/03/2012,Public Service Assistance,7
28/03/2012,False Alarm,27
28/03/2012,Fire,2
28/03/2012,Hazardous Condition,22
28/03/2012,Investigation,16
28/03/2012,Medical/Rescue,84
28/03/2012,Public Service Assistance,7
29/03/2012,False Alarm,18
29/03/2012,Hazardous Condition,12
29/03/2012,Investigation,14
29/03/2012,Public Service Assistance,6
30/03/2012,Fire,10
30/03/2012,Hazardous Condition,26
30/03/2012,Investigation,18
30/03/2012,Medical/Rescue,61
30/03/2012,Public Service Assistance,7
30/03/2010,False Alarm,17
15/06/2010,False Alarm,15
29/06/2010,Medical/Rescue,59
28/07/2010,Public Service Assistance,8
18/11/2010,Investigation,17
19/01/2011,Medical/Rescue,69
09/02/2011,Hazardous Condition,21
20/03/2011,Public Service Assistance,4
01/06/2011,Hazardous Condition,21
25/06/2011,Medical/Rescue,61
10/08/2011,Medical/Rescue,56
22/03/2012,False Alarm,24
31/03/2012,False Alarm,19
31/03/2012,Fire,12
31/03/2012,Hazardous Condition,23
31/03/2012,Investigation,8
31/03/2012,Public Service Assistance,11
01/04/2012,False Alarm,13
01/04/2012,Hazardous Condition,12
01/04/2012,Investigation,12
01/04/2012,Medical/Rescue,69
01/04/2012,Public Service Assistance,8
01/04/2012,Rupture/Explosion,1
02/04/2012,False Alarm,29
02/04/2012,Fire,6
02/04/2012,Hazardous Condition,24
02/04/2012,Investigation,12
02/04/2012,Medical/Rescue,66
02/04/2012,Public Service Assistance,9
03/04/2012,Hazardous Condition,15
03/04/2012,Investigation,18
03/04/2012,Medical/Rescue,71
03/04/2012,Public Service Assistance,7
03/04/2012,Rupture/Explosion,1
04/04/2012,False Alarm,17
04/04/2012,Hazardous Condition,19
04/04/2012,Investigation,18
04/04/2012,Medical/Rescue,75
04/04/2012,Public Service Assistance,6
05/04/2012,Hazardous Condition,19
05/04/2012,Investigation,12
05/04/2012,Medical/Rescue,62
05/04/2012,Public Service Assistance,9
06/04/2012,Hazardous Condition,17
06/04/2012,Investigation,12
06/04/2012,Medical/Rescue,65
06/04/2012,Public Service Assistance,5
11/04/2010,Medical/Rescue,35
10/11/2010,Hazardous Condition,19
09/02/2011,Investigation,7
03/03/2011,False Alarm,30
11/04/2011,Fire,6
22/05/2011,Hazardous Condition,10
28/07/2011,Public Service Assistance,10
23/08/2011,Public Service Assistance,16
07/04/2012,False Alarm,12
07/04/2012,Hazardous Condition,15
07/04/2012,Investigation,7
07/04/2012,Medical/Rescue,58
07/04/2012,Public Service Assistance,8
08/04/2012,False Alarm,12
08/04/2012,Fire,10
08/04/2012,Hazardous Condition,7
08/04/2012,Investigation,6
08/04/2012,Medical/Rescue,57
08/04/2012,Public Service Assistance,11
09/04/2012,False Alarm,13
09/04/2012,Hazardous Condition,19
09/04/2012,Investigation,8
09/04/2012,Medical/Rescue,74
09/04/2012,Public Service Assistance,8
10/04/2012,False Alarm,23
10/04/2012,Hazardous Condition,10
10/04/2012,Investigation,13
10/04/2012,Medical/Rescue,58
10/04/2012,Public Service Assistance,9
11/04/2012,False Alarm,21
11/04/2012,Hazardous Condition,17
11/04/2012,Investigation,11
11/04/2012,Medical/Rescue,45
11/04/2012,Public Service Assistance,7
12/04/2012,False Alarm,30
12/04/2012,Hazardous Condition,25
12/04/2012,Investigation,9
12/04/2012,Medical/Rescue,64
12/04/2012,Public Service Assistance,4
12/04/2012,Severe Weather,1
13/04/2012,Hazardous Condition,24
13/04/2012,Investigation,11
13/04/2012,Medical/Rescue,88
13/04/2012,Public Service Assistance,5
14/04/2012,Hazardous Condition,15
14/04/2012,Investigation,8
14/04/2012,Medical/Rescue,57
14/04/2012,Public Service Assistance,4
15/04/2012,False Alarm,17
15/04/2012,Fire,5
15/04/2012,Hazardous Condition,7
03/01/2010,Medical/Rescue,48
11/03/2010,False Alarm,18
28/04/2010,False Alarm,24
27/05/2010,Fire,7
15/06/2010,Fire,7
20/07/2010,Public Service Assistance,23
29/07/2010,False Alarm,23
29/08/2010,Medical/Rescue,41
07/09/2010,False Alarm,19
16/10/2010,Public Service Assistance,9
04/12/2010,Public Service Assistance,5
04/05/2011,False Alarm,25
29/07/2011,False Alarm,22
10/08/2011,Public Service Assistance,9
15/04/2012,Medical/Rescue,71
15/04/2012,Public Service Assistance,3
16/04/2012,False Alarm,24
16/04/2012,Fire,4
16/04/2012,Hazardous Condition,22
16/04/2012,Investigation,15
16/04/2012,Medical/Rescue,67
16/04/2012,Public Service Assistance,3
17/04/2012,False Alarm,17
17/04/2012,Hazardous Condition,16
17/04/2012,Medical/Rescue,63
17/04/2012,Public Service Assistance,8
18/04/2012,Hazardous Condition,11
18/04/2012,Investigation,12
18/04/2012,Medical/Rescue,50
18/04/2012,Public Service Assistance,2
19/04/2012,False Alarm,11
19/04/2012,Hazardous Condition,27
19/04/2012,Investigation,11
19/04/2012,Medical/Rescue,68
19/04/2012,Public Service Assistance,9
20/04/2012,Hazardous Condition,25
20/04/2012,Investigation,12
20/04/2012,Medical/Rescue,69
20/04/2012,Public Service Assistance,11
21/04/2012,False Alarm,13
21/04/2012,Hazardous Condition,24
21/04/2012,Investigation,19
21/04/2012,Medical/Rescue,81
21/04/2012,Public Service Assistance,11
21/04/2012,Rupture/Explosion,1
22/04/2012,False Alarm,16
12/05/2010,Medical/Rescue,60
27/05/2010,Hazardous Condition,14
15/06/2010,Hazardous Condition,27
05/07/2010,Hazardous Condition,25
14/08/2010,Medical/Rescue,72
15/09/2010,Hazardous Condition,24
17/10/2010,False Alarm,15
02/11/2010,Investigation,10
10/11/2010,Medical/Rescue,50
05/12/2010,False Alarm,23
30/12/2010,Medical/Rescue,103
09/01/2011,Medical/Rescue,68
21/02/2011,Medical/Rescue,72
30/03/2011,Medical/Rescue,63
20/04/2011,Medical/Rescue,51
12/05/2011,Hazardous Condition,18
11/08/2011,Hazardous Condition,33
05/09/2011,Hazardous Condition,20
22/04/2012,Hazardous Condition,18
22/04/2012,Investigation,18
22/04/2012,Medical/Rescue,85
22/04/2012,Public Service Assistance,12
23/04/2012,Hazardous Condition,17
23/04/2012,Investigation,15
23/04/2012,Public Service Assistance,15
24/04/2012,False Alarm,29
24/04/2012,Hazardous Condition,16
24/04/2012,Medical/Rescue,65
24/04/2012,Public Service Assistance,11
24/04/2012,Severe Weather,1
25/04/2012,False Alarm,20
25/04/2012,Hazardous Condition,21
25/04/2012,Investigation,8
25/04/2012,Medical/Rescue,71
25/04/2012,Public Service Assistance,9
26/04/2012,False Alarm,19
26/04/2012,Hazardous Condition,20
26/04/2012,Investigation,6
26/04/2012,Public Service Assistance,9
27/04/2012,False Alarm,28
27/04/2012,Fire,7
03/01/2010,Public Service Assistance,6
15/06/2010,Investigation,10
22/06/2010,Hazardous Condition,28
12/07/2010,Investigation,20
14/08/2010,Public Service Assistance,9
02/11/2010,Medical/Rescue,57
26/11/2010,Public Service Assistance,10
12/12/2010,Medical/Rescue,65
09/02/2011,Medical/Rescue,67
11/04/2011,Hazardous Condition,24
01/06/2011,Medical/Rescue,71
27/04/2012,Hazardous Condition,20
27/04/2012,Investigation,10
27/04/2012,Medical/Rescue,91
27/04/2012,Public Service Assistance,7
28/04/2012,False Alarm,22
28/04/2012,Hazardous Condition,27
28/04/2012,Investigation,28
28/04/2012,Medical/Rescue,74
28/04/2012,Public Service Assistance,12
29/04/2012,Hazardous Condition,18
29/04/2012,Investigation,11
29/04/2012,Medical/Rescue,70
29/04/2012,Public Service Assistance,15
30/04/2012,False Alarm,16
30/04/2012,Fire,7
30/04/2012,Hazardous Condition,17
30/04/2012,Investigation,13
30/04/2012,Medical/Rescue,70
30/04/2012,Public Service Assistance,9
30/04/2012,Rupture/Explosion,1
01/05/2012,False Alarm,26
01/05/2012,Hazardous Condition,17
01/05/2012,Investigation,5
01/05/2012,Medical/Rescue,68
01/05/2012,Public Service Assistance,6
02/05/2012,False Alarm,27
02/05/2012,Hazardous Condition,21
02/05/2012,Investigation,14
02/05/2012,Medical/Rescue,73
02/05/2012,Public Service Assistance,4
03/05/2012,False Alarm,17
03/05/2012,Hazardous Condition,23
03/05/2012,Investigation,23
03/05/2012,Medical/Rescue,70
03/05/2012,Public Service Assistance,6
04/05/2012,False Alarm,21
20/07/2010,Severe Weather,1
14/08/2010,Rupture/Explosion,1
07/09/2010,Investigation,14
15/09/2010,Investigation,13
04/05/2011,Fire,6
04/05/2012,Hazardous Condition,28
04/05/2012,Investigation,17
04/05/2012,Medical/Rescue,81
04/05/2012,Public Service Assistance,6
05/05/2012,False Alarm,21
05/05/2012,Hazardous Condition,12
05/05/2012,Investigation,10
05/05/2012,Medical/Rescue,75
05/05/2012,Public Service Assistance,5
06/05/2012,False Alarm,14
06/05/2012,Hazardous Condition,12
06/05/2012,Investigation,11
06/05/2012,Medical/Rescue,62
06/05/2012,Public Service Assistance,11
07/05/2012,False Alarm,20
07/05/2012,Hazardous Condition,23
07/05/2012,Investigation,9
07/05/2012,Medical/Rescue,72
07/05/2012,Public Service Assistance,10
08/05/2012,Fire,6
08/05/2012,Hazardous Condition,19
08/05/2012,Investigation,14
08/05/2012,Medical/Rescue,73
08/05/2012,Public Service Assistance,17
09/05/2012,False Alarm,28
09/05/2012,Hazardous Condition,23
09/05/2012,Investigation,19
09/05/2012,Medical/Rescue,76
09/05/2012,Public Service Assistance,6
