Asset Name,Asset ID,Asset Type,Operating Status,Pool Participant Name,Pool Participant ID
"AV2E ABUS Ret #6","AV2E","Sink","Active","Active Energy Inc.","ABUS"
"AWE1 Alberta Wind #1","AWE1","Source","Active","Canadian Hydro Developers, Inc.","CHDC"
"AWE2 Alberta Wind #2","AWE2","Source","Active","Canadian Hydro Developers, Inc.","CHDC"
"AY1A AYLD Ret #1","AY1A","Sink","Active","ATCO Energy Ltd.","AYLD"
"AY1C AYLD Ret #3","AY1C","Sink","Active","ATCO Energy Ltd.","AYLD"
"AY1E AYLD Ret #7","AY1E","Sink","Active","ATCO Energy Ltd.","AYLD"
"AY1F AYLD Ret #5","AY1F","Sink","Retired","ATCO Energy Ltd.","AYLD"
"AY1L AYLD Ret #11","AY1L","Sink","Active","ATCO Energy Ltd.","AYLD"
"AY1P AYLD Ret #9","AY1P","Sink","Active","ATCO Energy Ltd.","AYLD"
"AY1R AYLD Ret #6","AY1R","Sink","Active","ATCO Energy Ltd.","AYLD"
"AY1U AYLD Ret #10","AY1U","Sink","Active","ATCO Energy Ltd.","AYLD"
"AY1W AYLD Ret #4","AY1W","Sink","Retired","ATCO Energy Ltd.","AYLD"
"AY1X AYLD Ret #2","AY1X","Sink","Active","ATCO Energy Ltd.","AYLD"
"AY2E AYLD Ret #8","AY2E","Sink","Active","ATCO Energy Ltd.","AYLD"
"AZ1A AZLD Ret #1","AZ1A","Sink","Active","ATCO Energy Ltd.","AZLD"
"AZ1C AZLD Ret #3","AZ1C","Sink","Active","ATCO Energy Ltd.","AZLD"
"AZ1E AZLD Ret #7","AZ1E","Sink","Active","ATCO Energy Ltd.","AZLD"
"AZ1F AZLD Ret #5","AZ1F","Sink","Retired","ATCO Energy Ltd.","AZLD"
"AZ1L AZLD Ret #11","AZ1L","Sink","Active","ATCO Energy Ltd.","AZLD"
"AZ1P AZLD Ret #9","AZ1P","Sink","Active","ATCO Energy Ltd.","AZLD"
"AZ1R AZLD Ret #6","AZ1R","Sink","Active","ATCO Energy Ltd.","AZLD"
"AZ1U AZLD Ret #10","AZ1U","Sink","Active","ATCO Energy Ltd.","AZLD"
"AZ1W AYLD Ret #4","AZ1W","Sink","Retired","ATCO Energy Ltd.","AZLD"
"AZ1X AZLD Ret #2","AZ1X","Sink","Active","ATCO Energy Ltd.","AZLD"
"AZ2E AZLD Ret #8","AZ2E","Sink","Active","ATCO Energy Ltd.","AZLD"
"Avalon Solar #1","AMB1","Source","Retired","Howell-Mayhew Engineering  Inc","HME"
"B2PE BPC2 Ret #8","B2PE","Sink","Retired","BP Canada Energy Company","BPC2"
"B32E BPC2 Ret #9","B32E","Sink","Retired","BP Canada Energy Company","BPC2"
"BA1A BREA SR #2","BA1A","Sink","Active","Battle River Cooperative REA Ltd.","BREA"
"BA1U BREA SR#1","BA1U","Sink","Active","Battle River Cooperative REA Ltd.","BREA"
"BA2A BRE2 Ret #2","BA2A","Sink","Active","Battle River Cooperative REA Ltd.","BRE2"
"BA2U BRE2 Ret. 2","BA2U","Sink","Active","Battle River Cooperative REA Ltd.","BRE2"
"BAEI BAEI TC Load","BAEI","Sink","Retired","BA Energy Inc.","BAEI"
"BAR Barrier total","BAR","Source","Retired","TransAlta Utilities","TAU"
"BAS1 BASN Generator","BAS1","Source","Retired","Barry Snow","BASN"
"BB1A BBL SR#1","BB1A","Sink","Retired","Boucher Bros. Lumber Ltd.","BBL"
"BC Import Unit","EDBC","Source","Retired","EPCOR Distribution Inc.","EPD"
"BC Line Loss","BCLL","Sink","Active","AESO - Transmission","TAOA"
"BC1A BCWP Ret #1","BC1A","Sink","Active","Bull Creek Wind Power Limited Partnership","BCWP"
"BC1E BCWP Ret #2","BC1E","Sink","Active","Bull Creek Wind Power Limited Partnership","BCWP"
"BC1L BCWP Ret #4","BC1L","Sink","Active","Bull Creek Wind Power Limited Partnership","BCWP"
"BC1P BCWP Ret #5","BC1P","Sink","Active","Bull Creek Wind Power Limited Partnership","BCWP"
"BC1U BCWP Ret #3","BC1U","Sink","Active","Bull Creek Wind Power Limited Partnership","BCWP"
"BC1X BCWP Ret #6","BC1X","Sink","Active","Bull Creek Wind Power Limited Partnership","BCWP"
"BCBC BPC BC Import","BCBC","Source","Retired","BP Canada Energy Company","BPC"
"BCH PWX Transmission Load","BCH","Sink","Active","Powerex Corp.","PWX"
"BCR2 Bear Creek Cogen Plant","BCR2","Source","Active","TransCanada Energy Ltd.","TCN"
"BCRK Bear Creek Cogen","BCRK","Source","Active","TransCanada Energy Ltd.","TCN"
"BCRL TC Load","BCRL","Sink","Active","BHE Canada Rattlesnake L.P.","BCRL"
"BCW1 Beach Corner Wind #1","BCW1","Source","Retired","Howell-Mayhew Engineering  Inc","HME"
"BE1A BEL SR #2","BE1A","Sink","Retired","Baytex Energy Ltd","BEL"
"BE1U BEL SR #1","BE1U","Sink","Retired","Baytex Energy Ltd","BEL"
"BEAV BRIS #1","BEAV","Source","Retired","Beaver Regional Industrial Services Corporation","BRIS"
"BEBC BEML BC Import","BEBC","Source","Retired","Brookfield Energy Marketing LP","BEML"
"BEC1 BEC Pigeon Lake","BEC1","Source","Retired","Shiningstar Energy Ltd.","SSEL"
"BEL+ BEL FM Buy","BEL+","Sink","Retired","Baytex Energy Ltd","BEL"
"BEL- BEL FM Sell","BEL-","Source","Retired","Baytex Energy Ltd","BEL"
"BEXB BEML BC Export","BEXB","Sink","Retired","Brookfield Energy Marketing LP","BEML"
"BFD1 Blackfalds","BFD1","Source","Active","Horseshoe Power GP Ltd.","HPGL"
"BFD2 Blackfalds","BFD2","Source","Active","Horseshoe Power GP Ltd.","HPGL"
"BFDH BFTI SUPL","BFDH","Sink","Active","Hut 8 Holdings Inc.","HUHI"
"BFTH BFTI SUPL","BFTH","Sink","Active","Bitfury Technology Inc.","BFTI"
"BHG1 BHL Burrcan#1","BHG1","Source","Retired","Burrcan Holdings Ltd.","BHL"
"BHL1 Bellshill","BHL1","Source","Active","WCSB Power Generation GP Inc.","GENP"
"BIG Bighorn Hydro","BIG","Source","Active","TA Alberta Hydro LP","TAHL"
"BL01 Blindloss #1","BL01","Source","Retired","Mercury Energy Corporation","MERC"
"BL1U BELL SR1","BL1U","Sink","Retired","Bell Pole Company","BELL"
"BLP+ Bal Pool FWD Buy","BAP+","Sink","Active","Balancing Pool","BALP"
"BLW1 Bob Lawrence Wind #1","BLW1","Source","Retired","Howell-Mayhew Engineering  Inc","HME"
"BLYR Belly River","BLYR","Source","Active","TransAlta Corporation","TAC2"
"BMA1 NDP","BMA1","Source","Inactive","NDP","NDP"
"BMA2 NDP","BMA2","Source","Inactive","NDP","NDP"
"BO1A BREC Ret #1","BO1A","Sink","Active","PetroChina Canada Ltd.","BREC"
"BO1U BREC Ret #2","BO1U","Sink","Active","PetroChina Canada Ltd.","BREC"
"BON1 Bonnybrook","BON1","Source","Active","The City of Calgary","COC"
"BOW1 Bow River Hydro","BOW1","Source","Active","TA Alberta Hydro LP","TAHL"
"BOWA BOWA TC Load","BOWA","Sink","Active","BowArk Energy Ltd.","BOWA"
"BP1A BPC R#1","BP1A","Sink","Suspended","BP Canada Energy Company","BPC"
"BP1E BPC R#2","BP1E","Sink","Suspended","BP Canada Energy Company","BPC"
"BP1F BPC Ret #5","BP1F","Sink","Suspended","BP Canada Energy Company","BPC"
"BP1L BPC Ret #6","BP1L","Sink","Suspended","BP Canada Energy Company","BPC"
"BP1P BPC Ret #8","BP1P","Sink","Suspended","BP Canada Energy Company","BPC"
"BP1R BPC Ret #7","BP1R","Sink","Suspended","BP Canada Energy Company","BPC"
"BP1T BPC Interruptible Load","BP1T","Sink","Suspended","BP Canada Energy Company","BPC"
"BP1U BPC R#3","BP1U","Sink","Suspended","BP Canada Energy Company","BPC"
"BP1X BPC Ret #9","BP1X","Sink","Suspended","BP Canada Energy Company","BPC"
"BP2A BPC2 Ret #1","BP2A","Sink","Retired","BP Canada Energy Company","BPC2"
"BP2C BPC2 Ret #3","BP2C","Sink","Retired","BP Canada Energy Company","BPC2"
"BP2E BPC EP Zone2","BP2E","Sink","Suspended","BP Canada Energy Company","BPC"
"BP2F BPC2 Ret #5","BP2F","Sink","Retired","BP Canada Energy Company","BPC2"
"BP2L BPC2 Ret #6","BP2L","Sink","Retired","BP Canada Energy Company","BPC2"
"BP2P BPC2 Ret #10","BP2P","Sink","Retired","BP Canada Energy Company","BPC2"
"BP2R BPC2 Ret #7","BP2R","Sink","Retired","BP Canada Energy Company","BPC2"
"BP2U BPC2 Ret #11","BP2U","Sink","Retired","BP Canada Energy Company","BPC2"
"BP2W BPC2 Ret #4","BP2W","Sink","Retired","BP Canada Energy Company","BPC2"
"BP2X BPC2 Ret #2","BP2X","Sink","Retired","BP Canada Energy Company","BPC2"
"BP3A BPC3 Ret #1","BP3A","Sink","Retired","BP Canada Energy Company","BPC3"
"BP3C BPC3 Ret #3","BP3C","Sink","Retired","BP Canada Energy Company","BPC3"
"BP3E BPC3 Ret #8","BP3E","Sink","Retired","BP Canada Energy Company","BPC3"
"BP3F BPC3 Ret #5","BP3F","Sink","Retired","BP Canada Energy Company","BPC3"
"BP3L BPC3 Ret #6","BP3L","Sink","Retired","BP Canada Energy Company","BPC3"
"BP3P BPC3 Ret #9","BP3P","Sink","Retired","BP Canada Energy Company","BPC3"
"BP3R BPC3 Ret #7","BP3R","Sink","Retired","BP Canada Energy Company","BPC3"
"BP3U BPC3 Ret #10","BP3U","Sink","Retired","BP Canada Energy Company","BPC3"
"BP3W BPC3 Ret #4","BP3W","Sink","Retired","BP Canada Energy Company","BPC3"
"BP3X BPC3 Ret #2","BP3X","Sink","Retired","BP Canada Energy Company","BPC3"
"BP7E BPC R#4","BP7E","Sink","Suspended","BP Canada Energy Company","BPC"
"BPA Import from BCH","BPI1","Source","Retired","Bonneville Power Adm.","BPA"
"BPA+ BPA FM Buy","BPA+","Sink","Retired","Bonneville Power Adm.","BPA"
"BPA- BPA FM Sell","BPA-","Source","Retired","Bonneville Power Adm.","BPA"
"BPBC BC Import Unit","BPBC","Source","Retired","Bonneville Power Adm.","BPA"
"BPC+ BPC FM Buy","BPC+","Sink","Suspended","BP Canada Energy Company","BPC"
"BPC- BPC FM Sell","BPC-","Source","Suspended","BP Canada Energy Company","BPC"
"BPE1 BPA Export to BCH","BPE1","Sink","Retired","Bonneville Power Adm.","BPA"
"BPH BP Hayter SPL Feed","BPH","Source","Active","FortisAlberta Inc.","UNCA"
"BPSK BPC Sask Import","BPSK","Source","Retired","BP Canada Energy Company","BPC"
"BPXB BP BC Export","BPXB","Sink","Retired","BP Canada Energy Company","BPC"
"BPXS BP Sask Export","BPXS","Sink","Retired","BP Canada Energy Company","BPC"
"BR1A BRC SR #1","BR1A","Sink","Retired","Burlington Resources Canada","BRC"
"BR1U BRC SR#2","BR1U","Sink","Retired","Burlington Resources Canada","BRC"
"BR3 Battle River #3","BR3","Source","Retired","Alberta Power (2000) Ltd.","ALPL"
"BR4 Battle River #4","BR4","Source","Active","Alberta Power (2000) Ltd.","ALPL"
"BR5 Battle River #5","BR5","Source","Active","Alberta Power (2000) Ltd.","ALPL"
"BRA Brazeau Hydro","BRA","Source","Active","TA Alberta Hydro LP","TAHL"
"BRBC ETML BC Import","BRBC","Source","Active","Evolugen Trading and Marketing LP","ETML"
"BRC+ BRC FM Buy","BRC+","Sink","Retired","Burlington Resources Canada","BRC"
"BRC- BRC FM Sell","BRC-","Source","Retired","Burlington Resources Canada","BRC"
"BRD1 Burdett","BRD1","Source","Active","Alberta Solar One, Inc.","ASOI"
"BRE1 BREC TC Load","BRE1","Sink","Active","PetroChina Canada Ltd.","BREC"
"BRMT ETML MT Import","BRMT","Source","Active","Evolugen Trading and Marketing LP","ETML"
"BRSK ETML SK Import","BRSK","Source","Active","Evolugen Trading and Marketing LP","ETML"
"BRW EST13918","BRW","Source","Active","TransAlta Corporation","VQW"
"BRXB ETML BC Export","BRXB","Sink","Active","Evolugen Trading and Marketing LP","ETML"
"BRXM ETML MT Export","BRXM","Sink","Active","Evolugen Trading and Marketing LP","ETML"
"BRXS ETML SK Export","BRXS","Sink","Active","Evolugen Trading and Marketing LP","ETML"
"BSC1 Brooks Solar","BSC1","Source","Active","Brooks Solar Corporation","BSC"
"BSR1 Blackspring Ridge","BSR1","Source","Active","EDF Renewables Development Inc.","BSRW"
"BSRW TC LOAD","BSRW","Sink","Active","EDF Renewables Development Inc.","BSRW"
"BTR1 Blue Trail Wind","BTR1","Source","Active","TransAlta Corporation","VQW"
"BUL1 Bull Creek","BUL1","Source","Active","Bull Creek Wind Power Limited Partnership","BCWP"
"BUL2 Bull Creek","BUL2","Source","Active","Bull Creek Wind Power Limited Partnership","BCWP"
"BUR1 Burdett","BUR1","Source","Active","Yellow Lake &amp; Burdett Solar LP","YLBS"
"BV01 Broxburn Vegetables #1","BV01","Source","Retired","Mercury Energy Corporation","MERC"
"BV1A BVPL SR #1","BV1A","Sink","Retired","Bonavista Petroleum Limited","BVPL"
"BV1U BVPL SR #2","BV1U","Sink","Retired","Bonavista Petroleum Limited","BVPL"
"Battle River #1","BR1","Source","Retired","ATCO Electric","APL"
"Battle River #2","BR2","Source","Retired","ATCO Electric","APL"
"Bear Lake Wind #1","BRL1","Source","Retired","Dennis Geherman","DGEH"
"CA1A CHEL SR#1","CA1A","Sink","Retired","Canadian Hunter Exploration","CHEL"
"CA1U CHEL SR#2","CA1U","Sink","Retired","Canadian Hunter Exploration","CHEL"
"CA1X CAA SR#1","CA1X","Sink","Retired","The Calgary Airport Authority","CAA"
"CAA+ CAA FM Buy","CAA+","Sink","Retired","The Calgary Airport Authority","CAA"
"CAA- CAA FM Sell","CAA-","Source","Retired","The Calgary Airport Authority","CAA"
"CABC CETC BC Import","CABC","Source","Retired","Cargill Energy Trading Canada Inc.","CETC"
"CAEC CAEC TC Load","CAEC","Sink","Active","Calgary Energy Centre No. 2 Inc.","CAEC"
"CAL1 CALP Gen #1","CAL1","Source","Active","Calgary Energy Centre No. 2 Inc.","CAEC"
"CALP CALP Transmission Load","CALP","Sink","Retired","Calpine Canada Power Ltd.","CALP"
"CAMT CETC MT Import","CAMT","Source","Retired","Cargill Energy Trading Canada Inc.","CETC"
"CASK CETC SK Import","CASK","Source","Retired","Cargill Energy Trading Canada Inc.","CETC"
"CAXB CETC BC Export","CAXB","Sink","Retired","Cargill Energy Trading Canada Inc.","CETC"
"CAXM CETC MT Export","CAXM","Sink","Retired","Cargill Energy Trading Canada Inc.","CETC"
"CAXS CETC SK Export","CAXS","Sink","Retired","Cargill Energy Trading Canada Inc.","CETC"
"CAY1 NDP","CAY1","Source","Inactive","NDP","NDP"
"CAY2 NDP","CAY2","Source","Inactive","NDP","NDP"
"CB1U CBCM SR#1","CB1U","Sink","Active","Crypto Blockchain Mining LTD","CBCM"
"CC01 Calgary #1","CC01","Source","Active","The City of Calgary","COC"
"CC02 Shepard Landfill","CC02","Source","Active","The City of Calgary","COC"
"CC1A CCR SR#1","CC1A","Sink","Inactive","Calpine Canada Resources Ltd.","CCR"
"CC1U CECI Utilicorp","CC1U","Sink","Active","Shell Energy North America (Canada) Inc.","CECI"
"CCB1 Cabre Cynthia #1","CCB1","Source","Retired","Efficient Energy Resources Ltd","EERL"
"CCBC BC Import Unit","CCBC","Source","Retired","ENMAX Energy Corporation","EEC"
"CCD1 ENMAX Disco #1","CCD1","Sink","Active","ENMAX Energy Corporation","EEC"
"CCD2 ENMAX Disco #2","CCD2","Sink","Retired","ENMAX Power Corporation","CCES"
"CCD3 ENMAX Disco #3","CCD3","Sink","Retired","ENMAX Power Corporation","CCES"
"CCD4 ENMAX Disco #4","CCD4","Sink","Retired","ENMAX Power Corporation","CCES"
"CCE1 ENMAX BCH Export","CCE1","Sink","Retired","ENMAX Energy Corporation","EEC"
"CCE2 ENMAX SPC Export","CCE2","Sink","Retired","ENMAX Energy Corporation","EEC"
"CCES Firm Load","CCES","Sink","Retired","ENMAX Power Corporation","CCES"
"CCES Import from BCH","CCI1","Source","Retired","Enmax Corporation","CCES"
"CCH1 NDP","CCH1","Source","Inactive","NDP","NDP"
"CCI+ CECI FM Buy","CCI+","Sink","Active","Shell Energy North America (Canada) Inc.","CECI"
"CCI- CECI FM Sell","CCI-","Source","Active","Shell Energy North America (Canada) Inc.","CECI"
"CCM9 Cancarb Medicine Hat","CCM9","Sink","Retired","TransCanada Energy Ltd.","TCN"
"CCMC TC Load","CCMC","Sink","Active","CNOOC Marketing Canada","CCMC"
"CCMH Cancarb Medicine Hat","CCMH","Source","Active","Cancarb Ltd.","CCL"
"CCR+ CCRL FM Buy","CCR+","Sink","Retired","Chevron Canada Resources","CCRL"
"CCR- CCRL FM Sell","CCR-","Source","Retired","Chevron Canada Resources","CCRL"
"CCSK Enmax Import Sask","CCSK","Source","Retired","ENMAX Energy Corporation","EEC"
"CCXB CECO BC Export","CCXB","Sink","Retired","Candela Energy Corporation","CECO"
"CD1U CHD Ret #1","CD1U","Sink","Retired","Canadian Hydro Developers, Inc.","CHD"
"CE1A CECI Atco","CE!A","Sink","Active","Shell Energy North America (Canada) Inc.","CECI"
"CE1A CEL SR#1","CE1A","Sink","Retired","Comax Energy Ltd.","CEL"
"CE1C CECI Cardston Enmax","CE1C","Sink","Active","Shell Energy North America (Canada) Inc.","CECI"
"CE1E CECI Ret #10","CE1E","Sink","Active","Shell Energy North America (Canada) Inc.","CECI"
"CE1F CECI Ft. Macleod Enmx","CE1F","Sink","Retired","Shell Energy North America (Canada) Inc.","CECI"
"CE1L CECI Leth Enmx","CE1L","Sink","Active","Shell Energy North America (Canada) Inc.","CECI"
"CE1R CECI Red Deer Enmx","CE1R","Sink","Active","Shell Energy North America (Canada) Inc.","CECI"
"CE1U CEI SR#1","CE1U","Sink","Retired","Courage Energy Inc.","CEI"
"CE1W CCEI Crowsnest Enmx","CE1W","Sink","Retired","Shell Energy North America (Canada) Inc.","CECI"
"CE1X CECI Enmax","CE1X","Sink","Active","Shell Energy North America (Canada) Inc.","CECI"
"CE2E CECI Ret #11","CE2E","Sink","Active","Shell Energy North America (Canada) Inc.","CECI"
"CEBC Candela BC Import","CEBC","Source","Retired","Candela Energy Corporation","CECO"
"CEC+ CECO FM Buy","CEC+","Sink","Retired","Candela Energy Corporation","CECO"
"CEC- CECO FM Sell","CEC-","Source","Retired","Candela Energy Corporation","CECO"
"CEI+ CEI FM Buy","CEI+","Sink","Retired","Courage Energy Inc.","CEI"
"CEI- CEI FM Sell","CEI-","Source","Retired","Courage Energy Inc.","CEI"
"CEN2 TC Load","CEN2","Sink","Active","Cenovus Energy Inc.","CEN2"
"CES1 CESC Gas Gen","CES1","Source","Active","Calgary Energy Centre No. 2 Inc.","CAEC"
"CES2 CESC Steam Gen","CES2","Source","Active","Calgary Energy Centre No. 2 Inc.","CAEC"
"CESC CESC Transmission Load","CESC","Sink","Retired","Calpine Energy Services Canada Partnership","CESC"
"CESK Candela Sask Import","CESK","Source","Retired","Candela Energy Corporation","CECO"
"CEXB CECI BC Export","CEXB","Sink","Retired","Coral Energy Canada Inc.","CECI"
"CFO3 CFOL Herronton","CFO3","Source","Retired","Lone Pine Resources Canada Ltd.","CFOL"
"CFOL CFO1 Kessler#1","CFO1","Source","Retired","Canadian Forest Oil Ltd.","CFOL"
"CFOL CFO2 Kessler#2","CFO2","Source","Retired","Canadian Forest Oil Ltd.","CFOL"
"CFPL CFPL TC Load","CFPL","Sink","Active","Canadian Forest Products Ltd.","CFPL"
"CG1 Clover Bar #1","CG1","Source","Retired","EPCOR Generation Inc.","EGI"
"CG1A CNG SR1","CG1A","Sink","Retired","Calpine Natural Gas, L.P.","CNG"
"CG1U CNG SR2","CG1U","Sink","Retired","Calpine Natural Gas, L.P.","CNG"
"CG1X CGE Ret #1","CG1X","Sink","Retired","Canadian Gas &amp; Elec. Co. Ltd.","CGE"
"CG2 Clover Bar #2","CG2","Source","Retired","EPCOR Generation Inc.","EGI"
"CG2X CGEI Ret #1","CG2X","Sink","Retired","Canadian Gas &amp; Electric Inc.","CGEI"
"CG3 Clover Bar #3","CG3","Source","Retired","EPCOR Generation Inc.","EGI"
"CG4 Clover Bar #4","CG4","Source","Retired","EPCOR Generation Inc.","EGI"
"CGBC CGEC BC Import","CGBC","Source","Retired","Citigroup Energy Canada ULC","CGEC"
"CGE+ CGE FM Buy","CGE+","Sink","Retired","Canadian Gas &amp; Elec. Co. Ltd.","CGE"
"CGE- CGE FM Sell","CGE-","Source","Retired","Canadian Gas &amp; Elec. Co. Ltd.","CGE"
"CGEI CGEI TC Load","CGEI","Sink","Retired","Canadian Gas &amp; Electric Inc.","CGEI"
"CGL1 Clover Bar Landfill","CGL1","Source","Active","Capital Power (Alberta) Limited Partnership","EPDA"
"CGMT CGEC MT Import","CGMT","Source","Retired","Citigroup Energy Canada ULC","CGEC"
"CGR+ CRGL FM Buy","CGR+","Sink","Active","Cargill Limited","CRGL"
"CGR- CRGL FM Sell","CGR-","Source","Active","Cargill Limited","CRGL"
"CGSK CGEC Sask Import","CGSK","Source","Retired","Citigroup Energy Canada ULC","CGEC"
"CGXB CGEC BC Export","CGXB","Sink","Retired","Citigroup Energy Canada ULC","CGEC"
"CGXM CGEC MT Export","CGXM","Sink","Retired","Citigroup Energy Canada ULC","CGEC"
"CGXS CGEC Sask Export","CGXS","Sink","Retired","Citigroup Energy Canada ULC","CGEC"
"CH1A SR #2","CH1A","Sink","Retired","Chevron Canada Resources","CCRL"
"CH1U SR #1","CH1U","Sink","Retired","Chevron Canada Resources","CCRL"
"CH1X CCRL SR#3","CH1X","Sink","Retired","Chevron Canada Resources","CCRL"
"CHD CHD Transmission Load","CHD","Sink","Retired","Canadian Hydro Developers, Inc.","CHD"
"CHD+ CHD FM Buy","CHD+","Sink","Retired","Canadian Hydro Developers, Inc.","CHD"
"CHD- CHD FM Sell","CHD-","Source","Retired","Canadian Hydro Developers, Inc.","CHD"
"CHDC TC Load","CHDC","Sink","Active","Canadian Hydro Developers, Inc.","CHDC"
"CHE+ CHEL FM Buy","CHE+","Sink","Retired","Canadian Hunter Exploration","CHEL"
"CHE- CHEL FM Sell","CHE-","Source","Retired","Canadian Hunter Exploration","CHEL"
"CHIN Chin Chute","CHIN","Source","Active","Irrigation Canal Power Co-op Ltd.","ICPL"
"CHR+ CHR FM Buy","CHR+","Sink","Retired","Chinook Health Region","CHR"
"CHR- CHR FM Sell","CHR-","Source","Retired","Chinook Health Region","CHR"
"CHR1 Chinook Health Cogen","CHR1","Source","Retired","Chinook Health Region","CHR"
"CHS1 CHSL Gen#1","CHS1","Source","Retired","Collicutt Hanover Services Ltd","CHRL"
"CI1A CEI SR #2","CI1A","Sink","Retired","Courage Energy Inc.","CEI"
"CIMB CECI BC Import","CIMB","Source","Retired","Coral Energy Canada Inc.","CECI"
"CISK CECI SK Import","CISK","Source","Retired","Coral Energy Canada Inc.","CECI"
"CIXS CECI SK Export","CIXS","Sink","Retired","Coral Energy Canada Inc.","CECI"
"CL01 Christina Lake","CL01","Source","Active","Cenovus Energy Inc.","ENC2"
"CL1A CLGL SR #1","CL1A","Sink","Retired","Country Lane Greenhouses","CLGL"
"CL1U CCR SR#2","CL1U","Sink","Inactive","Calpine Canada Resources Ltd.","CCR"
"CLG1 CLGL Waukesha Climax","CLG1","Source","Retired","Country Lane Greenhouses","CLGL"
"CLR1 Claresholm","CLR1","Source","Active","Claresholm Solar LP","CLRS"
"CLR2 Claresholm","CLR2","Source","Active","Claresholm Solar LP","CLRS"
"CLRS TC Load","CLRS","Sink","Active","Claresholm Solar LP","CLRS"
